id_parlamentar_voz,id_partido_atual,id_partido_eleicao,total_receita_partido,total_receita_candidato,indice_investimento_partido
25975,36852,36852,NA,NA,NA
25565,37906,36852,NA,NA,NA
26016,36852,36852,NA,NA,NA
25537,36899,36852,NA,NA,NA
24994,36899,36899,2088400,2624230.54,0.00236345931559622
25976,36896,36763,200000,3400340,0.00180233546646083
23777,36899,37904,16719.4,2418885.5,1.40516478649524e-4
25902,36852,36852,NA,NA,NA
25587,36899,36852,NA,NA,NA
25898,36852,36852,NA,NA,NA
25605,36832,36852,NA,NA,NA
25718,37905,37905,1268879.16,1329479.16,0.00944010478494323
25531,36896,36852,NA,NA,NA
26025,36852,36852,NA,NA,NA
222,37903,37903,2383962.2,2395758.4,0.00344154429133203
25906,36852,36852,NA,NA,NA
25953,36886,36886,200266.66,228604,0.0194853969226918
25740,36769,36852,NA,NA,NA
25581,37904,36824,0,227132.6,0
25540,36899,36852,NA,NA,NA
25980,36852,36852,NA,NA,NA
24525,36763,36852,NA,NA,NA
25917,36852,36852,NA,NA,NA
25577,36835,36852,NA,NA,NA
25920,36852,36852,NA,NA,NA
2345,36886,36886,141875,320586.76,0.0114487884972621
25894,36852,36837,209812,712212,0.00519901938910032
23713,36844,36852,NA,NA,NA
2196,36852,36852,NA,NA,NA
25900,36852,36852,NA,NA,NA
25615,36786,36852,NA,NA,NA
26008,36852,36852,NA,NA,NA
24558,37903,36852,NA,NA,NA
25639,36837,36852,NA,NA,NA
25999,36852,36852,NA,NA,NA
25907,36852,36852,NA,NA,NA
25008,36844,36844,1850000,1868517.42,0.00341798065170667
25385,36834,36834,733592.1,1112592.1,0.00257099826673576
26015,36852,36852,NA,NA,NA
26007,36852,36852,NA,NA,NA
26010,36852,36852,NA,NA,NA
25978,36852,36852,NA,NA,NA
24770,36835,36835,1000000,2988000,0.00420399796303332
25931,36852,36852,NA,NA,NA
235,36899,36899,2000000,2041746.7,0.0035906746452755
25912,36852,36852,NA,NA,NA
2581,36844,36844,1356156.56,1940184.76,0.0034880016056509
24545,36899,36899,2143178.64,2336807.96,0.0030540201292194
24531,36769,36769,1150000,2533675.32,0.00499707557097257
25627,36844,36852,NA,NA,NA
25609,36834,36852,NA,NA,NA
25895,37905,36824,35000,234105.33,0.00124747091391399
25993,36852,36852,NA,NA,NA
24885,36769,36852,NA,NA,NA
25350,37906,37906,3000000,3166450.09,0.00442268942565729
25569,36769,36852,NA,NA,NA
25849,36896,36852,NA,NA,NA
2878,36835,36835,1220000,1820700,0.0199664738696304
25579,36786,36852,NA,NA,NA
25983,36852,36852,NA,NA,NA
25910,36852,36852,NA,NA,NA
23361,36899,36852,NA,NA,NA
290,36835,36852,NA,NA,NA
25613,36863,36852,NA,NA,NA
25972,36852,36852,NA,NA,NA
25929,36896,36837,6000,1831456.93,2.21855186038021e-4
25965,36852,36852,NA,NA,NA
21249,36786,36852,NA,NA,NA
2415,36769,36852,NA,NA,NA
25533,36896,36852,NA,NA,NA
25977,36852,36852,NA,NA,NA
25979,36832,36832,3000000,3067994.03,0.015986506584494
25903,36852,36852,NA,NA,NA
25926,36834,36845,480000,497163.2,0.00297783232881732
26014,36852,36852,NA,NA,NA
21186,37903,37903,2143395,2926797.21,0.00374661821652751
25968,36852,36852,NA,NA,NA
25567,36834,36852,NA,NA,NA
2151,36899,36852,NA,NA,NA
25585,36899,36852,NA,NA,NA
25904,36852,36852,NA,NA,NA
25557,37903,36852,NA,NA,NA
25981,36852,36852,NA,NA,NA
25666,36837,36837,136500,380323.96,0.00366265600973385
25591,36863,36852,NA,NA,NA
25376,36835,36835,3500000,5327773.62,0.00726901994219733
2742,36899,36899,1570650,1638180.84,0.00507981406453247
25915,36852,36852,NA,NA,NA
2285,36899,36899,1500100,2067600,0.00258960401430946
25422,36769,36769,1145130,2253910,0.00382357747204816
26287,36852,36852,NA,NA,NA
25942,36896,37905,0,130930,0
25909,36852,36852,NA,NA,NA
26019,36852,36852,NA,NA,NA
25994,36852,36852,NA,NA,NA
25908,36852,36852,NA,NA,NA
21023,36769,36852,NA,NA,NA
26002,36852,36852,NA,NA,NA
25575,36844,36852,NA,NA,NA
25571,36769,36852,NA,NA,NA
26027,36815,36815,2331960,2380209.03,0.00407196442220834
25935,36852,36852,NA,NA,NA
25897,36852,36852,NA,NA,NA
25595,36832,36852,NA,NA,NA
25997,36852,36852,NA,NA,NA
25985,36834,36845,240496.7,507291.79,0.00194458895909266
263,36899,36852,NA,NA,NA
25281,36899,36852,NA,NA,NA
26006,36852,36852,NA,NA,NA
25525,36834,36852,NA,NA,NA
26024,36852,36852,NA,NA,NA
25924,36896,36896,0,3443000,0
25523,36834,36852,NA,NA,NA
25925,36852,36852,NA,NA,NA
25599,36786,36852,NA,NA,NA
25966,36852,36852,NA,NA,NA
26022,36852,36852,NA,NA,NA
25617,36786,36833,467000,582451.79,0.0165374715942178
25928,36852,36852,NA,NA,NA
25927,36834,36852,NA,NA,NA
2336,36769,36852,NA,NA,NA
25901,36852,36852,NA,NA,NA
25589,37905,36852,NA,NA,NA
2825,36844,36844,1339329.5,1517298.6,0.00303356716897617
2374,36844,36852,NA,NA,NA
25921,36852,36852,NA,NA,NA
26023,36852,36852,NA,NA,NA
2453,36899,36852,NA,NA,NA
2674,36845,36852,NA,NA,NA
24606,36835,36852,NA,NA,NA
25922,36852,36852,NA,NA,NA
25502,36835,36835,650000,736374.24,0.00110714006798424
25936,36852,36852,NA,NA,NA
25971,36786,36852,NA,NA,NA
25984,36852,36852,NA,NA,NA
25913,36852,36852,NA,NA,NA
25012,36886,36886,725000,1182134,0.0494470188750128
26018,36852,36852,NA,NA,NA
25236,36896,36852,NA,NA,NA
270,36899,36899,2015600,2573114.22,0.00213032076788767
25934,36852,36852,NA,NA,NA
25561,36763,36852,NA,NA,NA
25257,37903,36852,NA,NA,NA
25635,36769,36852,NA,NA,NA
25892,36769,36852,NA,NA,NA
2677,36835,36852,NA,NA,NA
25986,36852,36852,NA,NA,NA
25905,36835,36835,1186773,1878652.57,0.00188783083002924
25732,36769,36769,1450250.44,3819830.85,0.00649561014483544
25352,36844,36844,1008770,1213199.41,0.00229266110474404
25322,36896,36852,NA,NA,NA
2456,36769,36852,NA,NA,NA
25945,36852,36852,NA,NA,NA
25601,36899,36852,NA,NA,NA
25944,36852,36852,NA,NA,NA
22331,36896,36852,NA,NA,NA
25911,36852,36852,NA,NA,NA
25621,36851,36851,178160.19,181160.19,0.00150090903663826
26021,36852,36852,NA,NA,NA
25038,36899,36852,NA,NA,NA
25974,36852,36852,NA,NA,NA
25583,36835,36852,NA,NA,NA
25611,36832,36852,NA,NA,NA
25563,36845,36852,NA,NA,NA
25916,36852,36852,NA,NA,NA
25056,36815,36852,NA,NA,NA
25527,36899,36852,NA,NA,NA
26005,36769,36852,NA,NA,NA
25988,36837,36837,0,76001,0
25959,36896,36886,0,44561.41,0
25893,36852,36852,NA,NA,NA
25995,36852,36852,NA,NA,NA
24560,36834,36834,995869,1236289,0.00334787001255471
23396,36835,36852,NA,NA,NA
25535,36763,36852,NA,NA,NA
26004,36852,36852,NA,NA,NA
25629,36844,36852,NA,NA,NA
25619,36845,36852,NA,NA,NA
2375,36844,36852,NA,NA,NA
25899,37903,37903,1922040,2600190,0.00281630468439361
25748,36832,36832,1216660,1625720.18,0.00278439093263805
25919,36852,36852,NA,NA,NA
24786,36833,36852,NA,NA,NA
2791,36832,36852,NA,NA,NA
25914,36852,36852,NA,NA,NA
21173,37906,36852,NA,NA,NA
25411,36786,36786,2045500,2302218,0.0183546889590696
25783,36763,36793,900000,1094640,0.0486768159027117
23806,36833,36833,459800,559628.73,0.00492880873293064
